Texte;Type d'entité
60;O
$;O
boudoir;O
fer-;O
moirs;O
remarqué;O
cadeau;O
Re-;I-PER
naissance;O
complimentèrent;O
remerciait;O
dattendrissement;O
bon-;O
ber-;O
gère;O
touchaient;O
accepté;O
infirme;O
laid;I-MISC
illustre;O
ets;O
lintronisât;O
intimité;O
rongeait;O
langle;B-MISC
con;O
vives;I-MISC
étudiait;O
dépendance;O
exclusive;O
atten-;O
tivement;O
coiffure;O
caressant;O
détachait;O
blancheur;O
chair;O
lever;O
préluda;I-MISC
sentrouvrirent;I-MISC
pur;O
filé;O
italiennes;O
rythme;O
grave;O
chant;O
déglise;O
sanimant;O
crescendo;I-PER
sonores;O
oscillation;O
paresseuse;O
clavier;O
bants;O
61;O
clignait;O
avançant;O
instant;I-MISC
contralto;O
intonation;O
lugubre;O
glaçait;O
sinclinait;O
gonflait;O
sécartaient;O
séchappaient;I-MISC
roulades;O
renversait;O
mollement;O
aériens;O
lança;O
aiguës;O
redescendit;O
dorgue;O
nabandonna;O
onze;O
der-;O
niers;O
reconduire;O
disent;O
malades;O
nont;O
tour;O
avancée;O
lantichambre;O
saluaient;O
éprouva;O
pénétration;O
atomes;O
quitta;I-MISC
ilavait;O
offerte;O
Était;O
irréfléchi;O
encouragement;O
Quimportait;B-MISC
puisquil;O
aise;O
atmosphère;O
rette;O
lourde;O
ébranlant;O
mai-;O
façades;O
grises;O
êtres;O
humains;O
couchés;O
doutait;O
vécût;O
conscience;O
lespace;O
battant;O
talon;O
frap-;O
pant;O
canne;I-MISC
boutiques;O
ü;O
62;O
éperdu;O
lenveloppa;O
quais;O
droites;O
in-;I-MISC
définiment;O
flammes;O
vacillaient;O
profondeur;O
doise;O
clair;I-MISC
soutenu;O
fleuve;O
naperce-;O
redoublements;O
dobscurité;O
flottait;O
bruits;O
fondaient;O
léger;O
soufflait;O
arrêté;O
Pont-Neuf;B-ORG
aspirait;O
dinta-;O
rissable;O
afflux;O
lénervait;O
église;O
leût;O
frissons;O
lâme;O
semble;O
transporté;O
supérieur;O
faculté;O
lobjet;O
venue;O
sérieu-;O
exi-;O
gences;O
rapprocheraient;O
vocation;O
infail-;O
lible;O
refermé;O
entendit;O
ronflait;O
midi;O
couleurs;O
pinceaux;O
chevalet;O
donner;O
lecons;O
nemanquait;O
ustensiles;O
rentré;O
occupait;O
étaitrehaussé;O
coupe;O
taillés;O
brosse;O
Quelque;B-LOC
dur;O
perçait;O
gris;O
costume;O
pédagogue;O
lecclésiastique;O
causa;O
Stabat;B-MISC
Rossini;B-PER
interrogé;O
déclara;O
nallait;O
pencha;O
répétiteur;O
thématiques;O
feuilletait;O
Blane;I-PER
sages;O
examinaient;O
palette;O
couteau;O
vessies;O
vinrent;O
sentretenir;O
Joli;I-PER
vraiment;O
" 

";O
64;O
bat;O
turpi-;O
tudes;O
politiques;O
lithographie;I-MISC
célèbre;O
royale;O
livrée;O
édifiantes;O
code;O
paroissien;O
brodaient;O
duc;O
Nemours;I-PER
ceignait;O
sabre;O
Joinville;B-PER
carte;O
géographique;O
frères;O
compartiments;O
image;O
titulée;O
délices;O
laffliction;O
patriotes;O
vexé;O
lauteur;O
valaient;O
protesta;O
exclusivement;O
viser;O
moralisation;O
actions;O
vertueuses;O
nuisi-;O
dépend;O
lexécution;O
peux;O
Tant;B-MISC
pis;O
navez;O
mintéresser;O
réprouve;O
Quavons-;B-LOC
laborieuses;O
bagatelles;O
im-;O
tirer;O
profit;O
exem-;O
ple;O
vois;I-MISC
den-;O
seignement;O
peuple;O
Montrez;B-PER
-nous;I-MISC
misères;I-MISC
enthousiasmez;O
sacrifices;O
manquent;O
latelier;O
balbutiait;O
dindignation;O
argument;O
Molière;B-PER
lacceptez;O
ladmire;O
pré-;O
curseur;O
RD;I-MISC
Pe;B-LOC
0;O
Po;B-MISC
pe;O
AN;B-ORG
fs;O
23-;O
Det;B-MISC
PnE;I-MISC
US;I-MISC
OC;I-MISC
ca;O
65;O
art;I-MISC
nya;I-MISC
dépoque;I-MISC
pitoyable;O
mavez;O
national;O
antagoniste;O
habitué;O
déteste;O
autant;O
principes;O
corrompt;O
fou-;O
Ga;B-PER
compte;O
complicité;O
défense;O
opi-;O
nions;O
lexaspéraient;O
osa;I-MISC
soutenir;I-MISC
étaitun;O
dévoué;O
chérissant;O
offrait;O
refuserait;O
blème;O
tort;I-MISC
agacé;O
quo-;O
tidiennement;O
représentant;O
démocratie;O
Républicain;I-ORG
austère;O
suspectait;O
corruption;O
élégances;O
probité;I-MISC
inflexible;O
reprendre;O
élèves;O
différenes;O
présenteras;O
Certainement;B-PER
avisèrent;O
installation;O
clere;O
"

  
   
   
   
    
  
   
   
  
  
  
   
  
  
 
 
 
 
    
   

";O
66;O
inscription;O
indispensables;O
rêvée;O
charmante;O
beauté;O
jeu-;O
parlé;O
daucune;O
convention;O
subvenait;O
dépenses;O
rangeait;O
larmoire;O
Sil;O
mercuriale;O
Clerc;B-PER
chargeait;O
continuant;O
rôle;O
protecteur;O
daîné;O
Séparés;B-PER
retrouvaient;O
Chacun;O
met-;O
tardaient;O
linterrompre;O
Cétaient;B-MISC
disputes;O
lampe;O
filait;O
livre;O
égaré;O
rires;O
apaisaient;O
restant;O
vardaient;O
mise;O
terrasse;O
levait;O
légères;O
glapi;O
fumées;O
pipes;O
tourbillonnaient;O
rafraîchissait;O
bouffis;O
laspirant;O
espoir;O
pleuvait;O
Presque;O
flexion;O
survenait;O
richesse;O
hom-;O
secrétaires;O
ordres;O
meublait;O
palais;O
moresque;O
divans;O
cachemire;O
67;O
mure;O
jet;O
nègres;O
rêvées;O
tellement;O
cises;O
désolaient;O
dues;O
puisque;O
laurons;O
Qui;O
démocratiques;O
Dambreuses;B-ORG
Lautre;B-LOC
objectait;O
tentatives;O
Bah;B-PER
retournes;O
tinvitera;O
" 

 ";I-PER
reçurent;O
mars;O
lourdes;O
celles;O
restaurateur;O
apportait;O
suffisante;O
emprunta;O
écus;O
réitéra;O
demande;O
auxquelles;O
Effectivement;O
mettait;O
modération;O
Naples;O
Constantinople;B-LOC
équestres;O
dAlfred;B-MISC
Dreux;I-MISC
groupe;I-MISC
Pradier;B-ORG
cartonnages;O
angles;O
encombraient;O
logis;O
muer;O
coudes;O
enterrements;O
vaient;O
heu-;O
entièrement;O
calme;O
trottinement;O
souris;O
ronflement;O
poêle;O
bien-être;O
intellectuel;O
68;O
écail-;O
lures;O
bibelots;O
torses;O
amassée;O
voyageur;O
ramènent;O
continuellement;O
retrou-;O
fixait;O
arrivé;O
hésitait;O
rapprochaient;O
ouvrait;O
sortie;O
délivrance;O
fardeau;O
première;O
dames;O
après-midi;O
décriture;O
visites;O
manquait;O
linvitât;O
diners;O
mercredi;O
feignant;O
parcourir;O
Êtes;O
demain;O
phrase;O
achevée;O
brûler;O
salmis;O
bécasses;O
suivait;O
docilement;O
aimant;O
domes-;O
tiques;O
guère;O
contem-;O
plait;O
tempe;O
grain;O
qué;O
flattait;O
"

      

";I-MISC
69;O
délectait;O
écouter;O
sifflement;O
humaiït;O
cachette;O
bagues;O
importantes;O
animées;O
augmentaient;O
cacher;O
mégarde;O
fontaine;O
bâillement;O
insignifiants;O
marques;O
daffection;O
refusé;O
Ditimer;B-PER
désolait;O
bêtise;O
Ou;O
Vas;B-MISC
gaiement;O
nose;O
Bonsoir;B-PER
ruelle;O
sendor-;O
mait;I-MISC
comprenait;O
dadolescence;O
ima-;O
gina;B-PER
réunir;O
communs;O
maine;O
dalgérienne;O
tirés;O
ampe;O
able;O
pot;O
bière;O
théière;O
flacon;O
rhum;O
fours;O
limmortalité;O
parallèles;O
habillé;O
courte;O
poi-;O
70;O
"

   
   
  
   
  
   
  
  
  
   
 
    
   
   
   
   
  
 
 
   

";O
gnets;O
embarrassée;O
Nayant;B-MISC
telles;O
bagarre;O
celui-ci;O
accusé;O
vol;O
menacé;O
tribunaux;O
roulage;O
rencontré;O
lame-;O
porte-cigares;O
gardé;O
religieusement;O
lespoir;O
linvitèrent;O
revenir;O
sympathisaient;I-MISC
Gouver-;B-LOC
nement;O
dogme;O
indiscutable;O
laccablait;O
lembastillement;O
lois;O
sep-;O
tembre;O
lord;O
taisait;O
doffenser;O
pensum;O
ordinairement;O
mastie;O
claques;O
caoutchouc;O
marié;O
ctâle;O
chaîne;O
Létonnement;I-LOC
sut;O
dacheter;O
considérable;O
présenté;O
invités;O
Y;B-MISC
truffes;O
épouse;O
s;O
/;O
cut;O
decet;O
sengagea;O
nadmettait;O
Gl;B-MISC
tigres;O
femelle;O
71;O
lhomme;O
créature;O
inférieure;O
hiérar-;O
chie;O
esthétique;O
Ge;O
séduit;O
particulièrement;O
dégrade;O
seins;O
objecta;O
connu;O
Hussonsñet;B-PER
Assez;B-MISC
dAnda-;O
louses;O
pelouse;O
antiques;O
Car;O
voyons;I-MISC
blagues;O
lorette;O
Milo;I-LOC
Soyons;I-LOC
Gaulois;B-LOC
Régence;B-ORG
pouvons;O
oulez;O
bons;O
daignez;O
passer;O
avis;O
pressèrent;I-MISC
goûts;O
voudrais;O
aimer;O
surpris;B-MISC
candeur;O
découvrant;O
secrète;O
convoi-;O
tise;O
chambranle;O
chope;O
dogmatiquement;O
prostitution;O
tyrannie;I-MISC
mariage;O
immoralité;O
sabstenir;O
distraction;O
espèce;O
Elevé;B-PER
grandmère;O
dévote;O
trou-;O
alléchante;O
ün;O
instructive;O
Sorbonne;B-LOC
ménageait;O
zèle;O
vouloir;O
dépit;O
maux;O
tourmentaient;O
régulière-;O
"

   
    

";O
72;O
soins;O
admirait;O
nuance;O
fourrure;O
insolentes;O
netteté;O
délicatesse;O
lattendait;O
neige;O
bait;O
plaindre;O
clama;O
jaunes;O
Jockey;B-ORG
Club;B-ORG
fai-;O
ouvrier;O
Moi;B-MISC
travaille;I-MISC
N;O
impatienté;O
rancune;O
politesse;O
réunions;O
agréable;O
différaient;O
sidérait;O
faits;O
linquiétait;O
principalement;O
célait;O
frontière;O
Rhin;I-LOC
préten-;O
artillerie;O
habiller;O
polytechnique;O
gâteaux;O
convenait;O
suivantes;O
Du;O
idées;O
at-;O
teignaient;O
certaine;O
murmurait;O
dutopies;I-MISC
réquentât;O
ateliers;O
descrime;O
x;I-LOC
transcendantes;O
comparait;O
Marast;I-PER
Staël;I-PER
ode;O
Pologne;B-LOC
assommait;O
Citoyen;O
ambilionnait;O
fréquen-;O
73;O
profitables;O
surchargé;O
di-;O
ners;O
fallu;I-MISC
risquer;O
avantageusement;O
surveillait;O
langage;O
irréprochablement;O
ganté;O
vieil;O
bit;O
procureur;O
trecuidants;O
déplût;O
compromelitre;O
rabaisser;O
admettait;O
précisément;O
gèné;O
sapercevait;O
promesse;O
dérie;O
aggravation;O
dinjure;O
absolument;O
velopper;O
lidéal;O
fainéan-;O
révoltait;O
désobéissance;O
trahison;O
scie;O
consistant;O
répé-;O
tic;B-LOC
didiot;O
frappait;O
Entrez;B-PER
Brie;B-LOC
linstar;I-MISC
cauchemar;O
hurlant;O
excédé;O
lamen-;O
laisse;O
Toujours;O
partout;O
brûlante;O
glacée;O
Limage;B-PER
lArnoux;I-PER
74;O
"

   

";O
Tais;O
mest;O
pénible;O
pardon;O
respectera;O
désor-;O
Pardon;O
Mille;B-MISC
terminée;O
Balandard;B-LOC
signe;O
dassentiment;O
parlät;O
épanché;O
prêt;O
chérir;O
indifférent;O
dextraordinaire;O
trouves;O
Arriva;I-PER
daoût;O
deuxième;O
lopinion;O
courante;O
suflire;O
doutant;O
avala;O
demblée;O
miers;I-MISC
pénal;I-ORG
dInstruction;B-MISC
criminelle;O
annota-;O
Poncelet;I-PER
récapitulation;O
prolongea;O
prolit;O
inua;O
linterroger;O
marchant;O
simultané-;O
manquail;O
épreuves;O
Sel;O
<;O
75;O
endossa;O
traditionnelle;O
tra;O
suivi;I-MISC
éclairée;O
ri-;O
deaux;O
garnie;O
banquettes;O
chaises;O
entouraient;O
déco-;O
rée;O
candidats;O
examinateurs;O
chausses;O
dhermine;O
toques;O
galons;O
po-;O
mauvaise;O
rence;O
contrat;O
définit;O
lune;I-MISC
troublez;O
remet-;O
tez;O
faciles;O
suivies;O
réponses;O
obscures;O
qua-;O
trième;O
démoralisé;O
piètre;O
commen-;O
cement;O
criminelil;O
passable;O
Maïs;B-PER
relative;O
tes-;O
tament;O
mystique;O
lexaminateur;O
resté;O
impassible;O
angoisse;O
joignait;O
applaudir;O
Pro-;B-ORG
cédure;O
tierce;O
opposition;O
profes-;O
seur;O
choqué;O
entendu;O
contraires;O
siennes;O
brutal;O
conciliez;I-MISC
principe;O
4351;O
ci-;O
vil;I-MISC
dattaque;O
rayon;I-MISC
lintervalle;O
jalousie;O
Debout;B-PER
dandinait;O
76;O
Jattends;B-LOC
toque;O
lagaçait;O
sarcasme;O
lauditoire;O
fesseur;O
flatté;O
samadoua;O
core;O
lajournement;O
sommaire;O
dapprobation;O
lacte;O
fini;O
dépouillait;O
repasser;O
lentourèrent;O
achevant;O
lahurir;O
contradictoires;O
résultat;O
lexamen;O
proclama;I-MISC
sonore;O
lentrée;O
ajourné;O
Emballé;B-PER
allons;O
Devant;O
lauréole;O
triomphe;O
encombre;O
Restait;O
thèse;O
Avant;O
licencié;O
fa-;O
carrière;O
tenfonce;O
humiliant;I-MISC
sots;O
réussir;O
échoue;O
prétentions;I-MISC
mine;O
secret;O
Singu-;B-PER
lièrement;O
changé;O
pirouettait;O
sétonnant;O
nirait;O
emploierait;O
départ;O
interrompu;O
conviction;I-MISC
sécurité;O
absolue;O
donnerait;O
éloigné;O
séparé;O
dElle;B-PER
lattachait;O
criait;O
obstacles;I-MISC
opposaient;I-MISC
écri-;O
confessait;O
échec;O
occa-;O
sionné;O
changements;O
programme;O
avocats;O
refu-;O
sés;O
novembre;O
perdre;O
outre;O
trimestre;O
répétitions;O
utiles;O
enguirlandé;O
regrets;O
condo-;O
léances;O
chatteries;O
protestations;O
damour;O
filial;O
grinée;O
doublement;O
mésaventure;O
céda;O
brouille;O
sensuivit;O
néanmoins;O
destinée;O
perle;O
feutre;O
badine;O
pomme;O
eue;O
hésitation;O
irait;O
présage;I-MISC
futheureux;I-MISC
Done;B-LOC
fatalité;O
lordon-;O
fiacre;O
"

 

 

";O
78;O
tira;O
cordon;O
dela;O
son-;O
nette;O
défaillir;O
ébranla;I-MISC
gland;O
carillon;O
degrés;O
colla;O
souffle;O
œil;O
trou;O
pointes;O
roseau;O
talons;O
ravisa;O
ébouriffés;O
cramoisie;O
maussade;O
amène;O
lintroduisit;O
bouteille;O
Champagne;I-MISC
brusque;O
cherchant;O
ille;O
Allemagne;B-LOC
rapport;O
Nullement;O
linotte;O
heurtant;O
brisa;O
til;I-MISC
suischagrin;O
brisé;O
lombrelle;O
£;O
gulier;O
loccasion;O
soffrait-;O
timidement;O
pourrai;O
malade;O
79;O
durée;O
Chartres;B-LOC
étonne;I-MISC
trouvèrent;O
cigarette;O
parquet;O
charmantes;O
morceau;O
boule;O
traînait;O
haus-;O
lenfonça;O
continuer;O
sieste;O
interrompue;O
Avertissez;B-PER
plaît;O
referma;O
descendit;O
Lin-;B-ORG
tentative;O
décourageait;O
commencèrent;O
dennui;O
travail;O
renforçait;O
coulait;O
grisâtres;O
noireis;O
bavure;O
égouts;O
ponton;O
blanchisseuses;O
amarré;O
samusaient;O
vase;O
baigner;O
caniche;O
pierre;O
dirigeaient;O
Ormes;B-MISC
massif;O
reils;O
port;O
Saint-;B-LOC
lhôtel;O
Saint-Gervais;B-LOC
Saint-Paul;B-PER
fondus;O
colonne;O
Juillet;I-LOC
resplen-;O
80;O
dissait;O
lorient;O
étoile;O
extrémité;O
dôme;O
arron-;O
masse;O
bleue;O
rentrait;O
désordonnée;O
douvrage;O
conduite;O
élancements;O
débarrasser;O
quartier;O
tumul-;O
tueux;O
dhabitude;O
partis;O
familles;O
collèges;O
allongés;O
aspect;O
morne;O
paisibles;O
batte-;O
dailes;O
cages;O
savetier;O
marchands;O
dhabits;O
interrogeaient;O
lœil;O
inutilement;O
solitaires;O
bâillait;O
carafons;O
demeuraient;O
cabinets;O
repasseuses;O
linges;O
frissonnaient;O
bouffées;O
tiède;O
sarrêtait;O
bouquiniste;O
omnibus;O
parvenu;O
lattirait;O
ruelles;O
exhalant;O
fraîicheurs;O
éblouissantes;O
monu-;O
dessinaient;O
puvé;O
dentelures;O
charrettes;O
recommençalent;O
létourdissait;O
diman-;O
Bastille;I-LOC
Madeleine;B-PER
ondulant;O
las-;O
Ft;O
s1;B-MISC
phalte;O
rumeur;O
écœuré;O
figures;O
niaiserie;O
satisfaction;O
imbécile;I-MISC
transpirant;O
fronts;O
sueur;O
valoir;O
atténuait;O
fatigue;O
reviendrait;O
sinformait;O
variait;O
témoignait;O
dinquié-;O
tude;O
attendri;O
daffec-;O
tête-à-tête;O
spirituel;O
sapercevoir;O
refroidissement;O
politesses;O
Voulant;B-PER
brocanteur;O
grossie;O
Trois-Frères-Provençaux;B-MISC
retirer;O
déférence;O
transporter;O
létablissement;O
savon;O
content;O
plat;O
différente;O
bouchée;O
gorgée;O
fourchette;O
repoussait;O
saccoudant;O
nappe;O
longueur;O
sécriait;O
quimaginer;O
82;O
commanda;O
haricots;O
lhuile;O
bonnement;O
lesquels;O
réussis;O
lapai-;O
sèrent;O
dialogue;O
roulantsurles;O
garconsdes;O
Provençaux;O
Quétait;O
Antoine;B-PER
Eugène;B-PER
Théodore;B-PER
servait;O
chère;O
autrement;O
distinguée;O
Bourgogne;B-LOC
reverra;O
valeur;O
terrains;O
banlieue;O
spéculation;O
infaillible;O
perdait;O
intérêts;O
Puisquil;B-LOC
vendre;O
découvrirait;O
firent;O
crayon;O
calculs;O
Saumon;B-LOC
estaminet;O
lentre;O
assista;O
jambes;O
dinterminables;O
abreu-;O
vées;O
dinnombrables;O
chopes;O
minuit;O
lâcheté;O
lespérance;O
confuse;O
événement;O
quelconque;O
reverrait;O
désespé-;O
hier;O
débuta;O
félicitations;O
maladie;O
ah;O
craintes;O
dispa-;O
bergère;O
tapis-;O
serie;O
lentretien;O
labandonnait;O
joint;O
intro-;O
83;O
sentiments;O
détu-;O
chicane;O
conçois;O
baissant;O
absorbée;O
réflexions;O
soif;O
songeall;O
crépuscule;O
amassait;O
course;O
reparul;O
capote;O
bor-;O
dée;O
petit-gris;O
laccompagner;I-MISC
estompant;O
puait;O
humait;I-MISC
ouate;O
gant;O
chamois;O
couvrir;O
glissant;O
oscillaient;O
bercés;O
nuage;O
Léclat;B-PER
lumières;I-MISC
remit;O
Loccasion;B-ORG
Richelieu;B-PER
recommencèrent;O
langueurs;O
contemplation;O
lusage;O
profondeurs;O
pres-;O
générale;O
sentir;O
dexister;O
prostituées;O
feux;O
cantatrices;O
écuyères;O
galop;O
bourgeoises;O
gri-;O
"

   
   
  
   
   
   
 
   
    
   
   
  
   
   
   
   
   
  
  

";O
84;O
settes;O
rappelaiente;O
similitudes;O
contrastes;O
vio=;B-MISC
lents;O
cache;I-MISC
mires;I-MISC
pendeloques;O
pierreries;O
imaginant;O
drapés;O
cousues;O
corsage;I-PER
léventaire;O
marchandes;O
sépanouis;O
choisit;O
cordonniers;O
pantoufles;O
cygne;O
conduisaient;O
stalionnaient;O
mener;O
bruissait;O
immens;O
orchestre;O
Jardin;I-MISC
Plantes;I-MISC
palmier;I-LOC
lJentraînait;B-MISC
lointains;O
voyageaient;O
dromadaires;O
so;O
tendelet;O
éléphants;O
cabine;O
yach;B-PER
archipels;O
dew;O
mulets;O
clochettes;O
trébuchent;O
herbe;O
colonnes;O
brisées;O
sarrête;O
amou;O
lembrassant;O
jusque;O
siècles;O
disparus;O
substituait;O
personnages;O
peintures;O
Coiffée;B-PER
bennin;I-PER
vitrage;O
plomb;O
Seigneuresse;B-PER
Castilles;B-MISC
Flandres;B-LOC
fraise;O
empesée;O
baleines;O
bouillons;O
descenda;O
porphyre;O
sé;O
nateurs;O
dautruche;O
brocart;O
Dautres;B-PER
pantalo;O
jaune;I-MISC
coussins;O
harem;O
scintillement;O
étoiles;O
cer;O
tains;O
lallure;O
lamenaient;O
85;O
essayer;O
vaine;O
baisa;O
permettez;O
privilège;O
sommestous;O
repousser;O
indirectement;O
léconduirait;O
sindignant;O
chas-;O
douleurs;O
lhorrible;O
chance;O
talent;O
pianistes;O
balafres;O
sol-;O
dats;O
dangereuse;O
lintéresser;O
létonnait;O
jaloux;O
figurer;I-MISC
vêtue;O
sexe;O
mystérieuse;O
tutoyer;I-MISC
subvertir;O
desti-;O
née;O
incapable;O
maudissant;O
saccu-;O
cachot;O
perma-;I-MISC
nente;I-MISC
létouffait;O
immo-;O
bile;O
éclatait;I-MISC
na-;O
quest;O
souffrait;O
crut;O
senti;O
veiller;O
réconforta;O
abattre;O
sotiise;O
Passe;B-LOC
86;O
gâtes;O
redemande;O
cien;O
Garçon;B-PER
Voyons;B-LOC
fume;O
animal;O
Secoue;B-MISC
désoles;O
troubadour;O
taf-;O
fige;O
Avoue;O
perdue;O
trouvées;O
console;O
tueuses;O
Veux-{u;B-MISC
ten;O
naître;O
lAlhambra;B-MISC
ouvert;O
récemment;O
Champs;B-LOC
Élysées;I-LOC
ruina;O
prématuré;O
détablissements;O
amuse;O
paraît;O
prendras;I-MISC
ninvita;O
priv;O
emmenèrent;O
e;O
descendi;O
galeries;I-MISC
moresques;O
mur;O
quatrième;O
res=;O
taurant;O
cloître;O
vitraux;O
toiture;O
abritait;O
come;I-MISC
fi;I-MISC
musiciens;O
dasphalte;O
vénitiennes;O
accrochées;O
poteaux;O
quadrilles;O
couronne;O
multicolores;O
piédestal;O
supportait;O
cuvette;O
sélevait;O
feuillages;O
statues;O
Hébés;B-PER
Cupidons;B-PER
gluants;O
allées;O
garnies;O
ratissé;O
87;O
pavanaient;O
collégiens;O
fumaient;O
régalias;O
célibataires;O
caressaient;O
Anglais;B-LOC
Russes;B-LOC
lAmérique;B-MISC
Sud;I-LOC
Orientaux;B-LOC
tar-;O
bouch;B-LOC
lorettes;O
grisettes;O
venues;O
trouver;O
amou-;O
reux;O
danse;O
tunique;O
cerise;O
sagitaient;O
ébé-;O
lilas;O
étoffes;O
carreaux;O
pantalons;O
fraîcheur;O
allumait;I-MISC
quittant;O
sauser;O
eyni-;O
quement;O
vètue;O
nankin;B-LOC
considéré;O
recommença;O
olle;O
bondit;O
menaçant;O
dappeler;O
lle;O
sefforça;O
ine;O
réverbère;O
ui;O
proposa;O
contredanse;O
juchés;O
lestrade;O
postu-;O
singe;O
raclaient;O
soufflaient;O
impétueusement;O
æ;O
dorchestre;O
açon;O
automatique;O
tassé;I-MISC
samusait;I-MISC
rides;I-MISC
dénouées;O
effleuraient;O
jupons;O
sau-;O
ait;O
cadence;O
88;O
gagné;O
délire;O
cancan;O
démenait;O
marionnette;O
continuaient;O
menade;O
aristocrate;O
lorgnait;O
caché;O
pistolet;O
sort;O
souscrire;O
change;O
revinrent;O
dan-;O
demandaient;O
soirée;O
marquise;I-PER
dAmaëgui;B-MISC
retroussé;O
mitaines;O
jusquaux;O
pendaient;O
joues;O
oreilles;O
devrions;I-MISC
organiser;O
fête;O
raout;O
Tâche;I-MISC
dherboriser;O
unes;O
amies;O
chevaliers;O
français;O
gène;O
Attendrais;I-MISC
hidalgo;I-MISC
LAndalouse;B-MISC
baissait;O
luxeuses;O
rafraichissements;O
napoléons;O
décidée;O
enfoncé;O
bosquet;O
Excusez;B-MISC
dérange;O
accouru;O
entre-;O
wnir;O
affaire;O
urgente;O
nétail;O
complètement;O
rassuré;O
sûre;O
aime;O
moue;O
sanguinolentes;O
dadmirables;O
fauves;O
desprit;O
sensualité;O
éclairaient;O
teint;O
jouir;O
rebuffades;O
embrassez;I-MISC
danses;O
cire;O
disposés;O
azur;O
palmes;O
paon;O
dindon;O
salué;O
publie;O
chansonnette;O
villageois;O
narrant;O
bas-normand;O
soûl;O
refrain;O
ty;I-MISC
gueusard;O
trépignements;O
denthousiasme;O
Delmas;B-PER
chanteur;O
expressif;O
malin;I-MISC
refroidir;O
guitare;O
gémit;O
intitulée;O
Frere;I-MISC
lAlbanaise;I-MISC
rappelèrent;O
Fréderic;B-PER
sattachaient;O
involontairement;O
étalée;O
plet;O
pause;O
"

    
  
 
  
  
   
   
  
   
    
   
 
   
   
   
  
  

";O
90;O
écartant;O
branches;O
troëne;O
fixement;O
narines;O
NER;B-MISC
rapprochés;O
comprends;O
pour-;I-MISC
avouer;O
auriez;O
discret;O
cherchaient;O
entrèrent;O
verdure;O
distribution;O
régala;O
sorbets;O
pagnie;O
rougi;O
tendant;O
remettez;O
Auguste;B-PER
disparu;O
léloge;O
mème;O
pourrait;O
mime;O
mêla;O
Shakspeare;B-MISC
Censure;I-MISC
Style;I-MISC
Peuple;B-ORG
recettes;O
Porte-Saint-Martin;I-LOC
Alexandre;O
Dumas;O
Victor;O
Dumersan;B-PER
actrices;O
penchaient;O
lécouter;O
sitôt;O
quadrille;O
polka;O
terminéstous;O
sabattaient;O
appelaient;O
limonade;O
gazeuse;O
détonaient;O
Ë;O
91;O
ceriaient;O
poules;O
voulaient;O
voleur;O
danseurs;O
envahirent;O
Ha-;B-PER
letant;O
souriant;O
tourbillon;O
basques;O
trombones;O
rugissaient;O
saccélérait;O
moyen-âge;O
crépitations;O
pétards;O
éclatèrent;O
soleils;O
mirent;I-MISC
lueur;O
Bengale;B-LOC
démeraude;O
éclaira;O
fusée;O
exhala;O
sécoula;O
poudre;O
canon;O
spec-;O
tacle;O
arrêta;O
naie;O
dépôt;O
accompagnait;O
laide;O
magnifique-;O
vêlue;O
problématique;O
"




";O
gaïillard;O
O;B-MISC
suppose;O
aperçu-;O
preux;O
bol;O
rose;O
absenté;O
-Appelle;O
Vicomte;B-PER
donne;O
cavalier;O
XIII;I-PER
Nest;B-LOC
Lille;B-LOC
luiprenait;O
menton—;B-MISC
Salue;I-MISC
pairs;O
fréquente;O
nomment;O
ambassadeur;O
"

  
  

";O
99;O
séloigner;O
plairait;O
resle;O
nêtes;O
franc;O
crois;O
cachez;O
jura;O
citer;O
lhistoire;O
lu;O
racontée;O
quef-;O
fectivement;O
len;O
navez-;O
vont;O
persistance;O
-cest;O
différent;O
tourne;O
appela;O
dest;I-MISC
brillé;O
directeur;O
senfoncait;O
bastringue;O
paru;O
lâchés;O
jaurais;O
complè-;O
inutile;O
suffisait;O
obte-;O
désirer;O
moquais;O
arrétanil;O
lallusion;O
vais;I-MISC
m;O
empêtrer;O
SC;B-LOC
MEGA;B-MISC
93;O
mièvreries;O
déplaisaient;O
pose;O
parier;I-PER
/as;O
mière;O
mendiante;O
désespéraient;O
lorsquau;O
Rivoli;I-LOC
aperçurent;O
laccosta;O
inclina;O
Carrousel;B-LOC
lant;O
expressifs;O
Châtelet;B-LOC
promenèrent;O
marins;O
traversèrent;O
Change;B-LOC
Fleurs;B-MISC
Napo-;O
léon;B-PER
gènerait;I-MISC
Combien;B-LOC
létonnement;O
éprouve;O
moque;I-MISC
remontais;O
rare;O
Aucune;I-PER
extérieures;O
collés;O
"

  
   
    
  
   
 
  
  
     
   
   
   
   
  

";O
94;O
contempla;O
fendre;I-MISC
Maintenant;O
F2;B-LOC
PR;B-ORG
loreiller;O
entre-closes;O
Celle;O
séloigna;O
fuir;O
vision;O
horreur;O
vagabonda;O
piéton;O
distingue;O
lt;O
décrivait;O
ras;O
um;O
surgissait;O
hotte;O
lanterne;O
certains;O
sélevaient;O
mêlant;O
dar;O
ritournelle;O
contredanses;O
mou;O
vement;O
entretenait;O
ivresse;O
ressouvint;O
sortant;O
létreinte;O
espérances;O
mortes;O
nues;O
rêvant;O
espaces;O
misère;O
néant;O
rut;O
claquaient;O
endormi;O
mouillé;O
st;O
mouves;O
poids;O
lentraînait;O
cadavre;O
flottant;O
pen=;O
