Texte;Type d'entité
cages;O
ronflement;O
savetier;O
marchands;O
dhabits;O
interrogeaient;O
delil;O
inutilement;O
cafes;O
solitaires;O
biillait;O
carafons;O
remplis;O
jour-;O
demeuraient;O
cbinets;O
repasscuses;O
linges;O
frissonnaient;O
bouifes;O
vcnt;O
tide;O
surretait;O
letalagc;O
bouquiniste;O
omnibus;O
desccndait;O
frlunt;O
rottoir;O
prvenu;O
lattirait;O
Aprls;I-ORG
ruclles;O
exhalant;O
fricheurs;O
dsertes;O
blouissantes;O
lumiere;O
monu-;O
dessinicnt;O
pav6;B-ORG
dentelures;O
charrettes;O
boutiques;O
recommenaitent;O
ltourdissait;O
diman-;O
lBastille;B-MISC
Madeleine;B-PER
ctail;O
immnense;O
ondulant;O
ENTIMIENTALE;B-MISC
81;O
phalte;O
rumeur;O
eceure;O
ligures;O
niaiserie;O
satisfaction;O
imbecile;O
transpirant;O
fronts;O
sucurl;O
valoir;O
attenuait;O
fatigue;O
reviendrait;O
sinformait;O
mbre;I-MISC
variait;O
scmaine;O
FrelCric;B-MISC
tmoignait;O
linquie-;O
attenlri;O
lalfec-;O
tcle;O
marchanl;O
pcinture;O
spirituel;O
sapercevoir;O
refroidissement;O
politesses;O
Voulant;B-PER
vendit;O
brocanteur;O
grossie;O
uallrent;O
Trois-Frres-Provencaux-;O
retirer;O
redingole;O
defrence;O
ecrivit;O
transporter;O
montcr;O
letublissement;O
uuquel;O
savon;O
content;O
plat;O
diiferente;O
ls;O
bouchee;B-PER
prcmire;O
luissait;O
toim-;O
fourchettc;O
repoussait;O
saccoudant;O
nappe;O
longueur;O
secriait;O
Pwris;B-PER
lEulin;I-PER
sachiant;O
quiaginer;O
bouche82;O
DUCATION;O
commanda;O
haricots;O
lhuile;O
bonnement;O
lesquels;O
moitie;O
reussis;O
lapai-;O
srent;O
dialogue;O
roulantsurles;O
anciensgarcons;O
Provencaux;I-ORG
Quetait;B-LOC
Antoine;B-PER
Eugne;B-LOC
Theodore;B-PER
servait;O
bus;I-PER
chre;O
aulrement;O
distinguee;O
Bourgogne;O
reverra;O
valeur;O
terrains;O
banlieue;O
speculation;O
infaillible;O
attendant;O
perdait;O
interets;O
lPuisquil;B-MISC
vendre;O
decouvrirait;O
firent;O
crayon;O
calculs;O
0n;O
Saumon;B-LOC
estaminet;O
lentre;O
assista;O
jambes;O
dinterminables;O
abreu-;O
vees;O
dinnombrahles;O
chopes;O
minuit;O
lachete;O
lesperance;O
confuse;O
evenement;O
quelconque;O
reverrait;O
dsesp-;O
Ma;O
revcnue;O
hier;O
savezl;O
Ildebuta;B-MISC
flicitations;O
maladie;I-MISC
6te;O
dit2;O
ah;O
labord;O
craintes;O
dispa-;O
1ueSs;O
bergre;O
tapis-;O
chpeau;O
lentretien;O
labandonnait;O
joint;I-MISC
intro-;O
rerrL;O
inUcATI0N;I-MISC
SEN;B-PER
TIMIENTALE;I-MISC
83;O
sentiments;O
detu-;O
chicane;O
repliqua-;O
0ui;O
concois;O
baissant;O
absorbee;O
rellexions;O
soif;O
songeailt;O
crepuscule;O
amassait;O
aulour;O
course;O
reparul;O
capote;O
noie;O
bor-;O
dee;O
petit-gris;O
laccompagner;O
estompant;O
fagade;O
puait;O
dlices;O
ouate;O
plise;O
gnt;O
clrumnois;O
boulons;O
qil;O
couvrir;O
pav;O
glissanl;O
oscillaient;O
itaient;O
berces;O
nuage;O
Leclat;B-LOC
lumibres;I-MISC
remit;O
realite;O
Loccasion;B-ORG
Richelieu;I-LOC
declarer;O
aussitt;O
dcvant;O
remercie;O
recommencerent;O
Aroux;B-MISC
langueurs;O
augmentaient;O
contcplalion;O
lnervait;O
lusage;O
iort;O
ela;O
profondeurs;O
ect;O
p1es-;O
genrale;O
sentir;O
mode;O
dexister;O
prostituees;O
feux;O
cantatrices;O
ccuyres;O
galop;O
boulgcoises;O
gri-8;B-MISC
EDUCATION;O
settes;O
fenttre;O
rappelaient;O
similitudes;O
contrastes;O
lents;O
cache-;O
mires;O
dentclles;O
pendeloques;O
pierreries;O
imaginant;O
drapes;O
cousues;O
corsage;I-PER
leventaire;O
marchandes;O
sepanouis-;O
choisit;O
cordonniers;O
pantoulles;O
cygne;O
conduisaient;O
stalionnaient;O
mener;O
ccc;O
orchestre;O
Jardin;I-MISC
Plantes;I-LOC
palmier;I-LOC
lentrainait;O
lointains;O
Yoyageaient;I-LOC
dromadaires;O
tendelet;O
elphants;O
cabine;O
yacht;B-PER
archipels;O
cite;O
mulets;O
clochettes;O
trebuchent;O
herbes;O
colonnes;O
brisees;O
uelquefois;O
sarrttailt;O
ILouvre;B-MISC
lembrassant;O
jusque;O
sibcles;O
disparus;O
substituait;O
personnages;O
peintures;O
Coiffee;B-MISC
lennin;O
vitrage;O
plomb;O
Seigneuresse;B-PER
Castilles;B-LOC
Flandres;B-LOC
tcnait;O
fraise;O
empesee;O
baleines;O
bouillons;O
porphyre;O
uu;O
s6-;B-LOC
nateurs;O
dautruche;O
brocart;O
Dautres;B-PER
revait;O
jaune;I-MISC
coussins;O
harem;O
scintillement;O
etoiles;O
cer-;O
tains;O
lallure;O
lamenaient;O
EDU;I-ORG
85;O
essayer;O
vaine;O
baisa;O
permcttez;O
privilege;O
sommestous;O
repousser;O
indirectement;O
leconduirait;O
sindignant;O
chas-;O
douleurs;O
lhorrible;O
chance;O
talent;O
pianistes;O
balafres;O
sol-;O
dats;O
dangereuse;O
lintresser;O
letonnait;O
jaloux;O
igurer;O
autrement;O
vetue;O
sexe;O
mysterieuse;O
songeaitau;O
tutoyer;O
deuux;O
subvertir;O
desti-;O
nee;B-ORG
incapable;O
maudissant;O
saccu-;O
dcte;O
liche;O
dsir;O
cachot;O
perma-;I-MISC
nente;O
letouliait;O
restail;O
immo-;O
bile;O
eclatait;O
na-;O
quest;O
souflrait;O
doulcur;O
senti;O
veiller;O
reconforta;O
abaltre;O
sotlisel;O
Passe86;O
gtes;O
redemande;O
cien;O
Garcon;B-PER
memel;O
Voyons;O
animall;O
Secoue;B-MISC
desoles;O
foul;O
uooar;O
ben;O
ee;O
aia-;O
lige;O
caeur;O
Avoue;O
lel;O
Bahl;B-PER
perdue;O
trouvees;O
console;O
tueuses;O
VWeux;B-MISC
ten;O
lasse;O
naitre;O
lAlhambra;B-MISC
Getait;B-PER
ouvert;O
recemmenf;O
Champs;B-LOC
lilysees;I-ORG
ruina;O
premature;O
detablissements;O
amuse;O
parait;O
prendras;O
amnis;O
vcux;O
egimbart;O
ninvita;O
priva;O
emmenrent;O
Dussurdier;B-ORG
lAllambra;B-MISC
galeries;I-MISC
morestques;I-MISC
parallelement;O
mur;O
quatribme;O
taurant;O
ligurait;O
cloitre;O
gothique;O
vitraux;O
sortce;I-MISC
toiture;I-MISC
abritait;O
lestrade;O
musicicns;O
dasphalte;O
vnitiennes;O
accrochees;O
poteaux;O
iormaicnt;O
quadrilles;O
couronne;O
multicolores;O
piedestal;O
supportait;O
cuvctte;O
dol;I-PER
slevait;O
feuillages;O
statues;O
plilre;O
Ibes;B-PER
Cupidons;B-PER
gluants;O
allees;O
garnies;O
suble;O
trkes;O
ratisse;O
paraltre;O
letaitL;O
iDUCA;O
TI0N;I-MISC
871;O
maitresses;O
cOmmis;B-MISC
nouvceauts;O
pavanaient;O
collgiens;O
fumaient;O
rgalias;O
clihataires;O
cnressaient;O
pigne;O
Angluis;B-PER
lusses;O
lAmerique;B-MISC
Sud;I-LOC
0rientaux;O
tar-;O
bouch;B-LOC
lorettes;O
grisettes;O
venues;O
trouver;O
reux;O
danse;O
tunique;O
hleue;O
cerise;O
sagitaient;O
b6-;B-LOC
lilas;O
poritaiecnt;I-MISC
toffes;I-MISC
carreaux;O
pantalons;O
malgr;O
fraichcur;O
allumait;I-MISC
becs;O
moles;O
thitres;O
aure;O
quittant;O
auser;O
cyni-;O
quement;O
vtue;O
nankin;B-LOC
Ars;I-LOC
considere;O
dit-;O
confiance;O
bonhommel;I-MISC
recommenca;O
olle;O
hondit;O
menacant;O
dappeler;O
sefforca;O
dcouvrant;O
ine;B-ORG
lecart;O
reverbbre;O
pr0posa;O
contredanse;O
musiciens;O
juches;O
postu-;O
singe;O
raclaient;O
souflaient;O
impetueusement;O
dorclestre;O
acon;O
automatique;O
tasse;O
samusait;I-MISC
rides;I-MISC
denouees;O
chapeaux;O
eflleuraient;O
lces;O
jupons;O
sau-;O
ait;O
cadence;O
la88;O
LEDUCATI0N;O
gagne;O
delire;O
cancan;O
demenait;O
marionnetle;O
continuaient;O
menade;O
aristocrate;O
lorgnait;O
nosait;O
cache;O
pistolet;O
sort;O
souscrire;O
change;O
revinrent;O
dan-;O
demandaient;O
soiree;O
marquise;O
dAmaiguil;B-MISC
pale;O
retrousse;I-MISC
mitaines;O
jusqulaux;O
pendaient;O
joues;O
oreilles;O
devrions;I-MISC
orgganiser;I-MISC
fete;I-PER
cheztoi;O
raout;O
orientul;O
Tache;B-PER
lherboriser;O
unes;O
amies;O
chevaliers;O
francais;O
gne;O
Attendrais;B-LOC
lidalgo;I-LOC
LAndulouse;B-MISC
baissaitla;O
sachant;O
luxeuses;O
ralralchissemcnts;O
proposa;O
napoleons;O
lccilee;O
lIl;O
lxcusez;O
derange;O
accouru;O
entre-;O
affaire;O
urgcnte;O
complltement;O
IIII;B-MISC
aL;O
inUCATION;O
NT1MENTALE;O
Trbs;O
sre;I-MISC
aime;O
moue;O
avangcant;O
sanguinolentes;O
dadmirables;O
iauves;O
decspril;O
sensualit;O
eclairaient;O
teint;O
jouir;O
rebuffades;O
etes;O
embrassez;O
danses;O
sarrteterent;O
dorchestre;O
dunc;O
blancheur;O
cire;O
disposes;O
azur;O
palmes;O
orgucilleux;O
paon;O
bcte;O
dindon;O
salue;O
chansonnette;O
villageois;O
narrant;O
bas-normanl;O
soul;O
refrain;O
iai;O
ty;I-MISC
ri;O
gueusard;O
soulevait;O
trpignements;O
denthousiasme;O
bDelmas;B-MISC
chanteur;O
expressif;O
malin;O
efroidir;O
passavivement;O
guitre;O
gtmit;O
romance;O
intitulee;O
Iyve;B-LOC
1Al0naise;O
rappelrent;O
cellcs;O
sattachaient;O
involontairemcnt;O
etale;O
plet;I-MISC
pause;O
ondes90;O
VWatnaz;B-MISC
ecartant;O
branches;O
trone;O
lixement;O
narines;O
rupproches;O
rs;B-LOC
comprends;O
pour-;I-MISC
Delmas;B-PER
plail;O
avouer;O
pudeurn;O
lui7;O
auriez;O
discret;O
cherchaient;O
entrrent;O
verdure;O
distribution;O
regala;O
sorbets;O
pagnie;O
rougi;O
tendant;O
remettez;O
Auguste;B-PER
mdme;O
disaru;O
leloge;O
pourrait;O
mime;I-MISC
thcitre;O
mela;O
Shakspeare;I-PER
Censure;O
Slyle;B-PER
Peuple;B-ORG
recettes;O
Porte-Saint-Martin;B-LOC
Alexandre;I-PER
bDumas;I-PER
Victor;O
llugo;O
Dumersan;B-PER
actrices;O
celbresles;O
penchaient;O
lecouter;O
tapage;O
sitt;O
quadrille;O
polka;O
terminestous;O
sabattaient;O
appelaient;O
limonade;O
gazeuse;O
detonaient;O
lesL;B-MISC
91;O
criaient;O
poules;O
messicurs;O
voulaient;O
voleur;O
arrtte;O
danscurs;O
envahirent;O
alles;O
Ha-;B-PER
lelant;O
souriant;O
tourbillon;O
basques;O
labits;O
trombones;O
rugissaicnl;O
rythme;O
saccelerait;O
moyen-ge;O
cntendit;I-MISC
crepitations;O
petards;O
eclatrenl;O
soleils;O
mirent;O
lueur;O
Bengale;B-LOC
coulcur;O
demeraude;O
eclaira;O
derniere;I-MISC
fusee;O
exhala;O
scoula;O
poudrc;B-LOC
canon;O
llottait;O
lFrediric;B-PER
chuaient;O
spec-;O
tacle;O
arreta;O
fuisait;O
naie;O
dp0;O
accompagnait;O
laide;O
magnilfique-;O
vttue;O
problematique;O
suppose;O
apercu-;O
ent;O
preux;O
bol;O
capeau;O
absente;O
minutcs;O
reprut;O
chatn;O
puhlic;O
Appelle;B-PER
Vicomte;B-PER
plutot;O
cavalier;O
XIII;I-PER
Nest;B-LOC
tille;O
luiprenait;O
menlon-;O
fSalue;B-MISC
pairs;O
frequentc;O
nomment;O
ambassadeur;O
omme;O
Vutnaz9E;I-PER
seloigner;O
plairait;O
netes;O
franc;I-MISC
crois;O
cachez;O
bleme;O
jura;O
maitressen;O
citer;O
lhistoire;O
racontee;O
quef-;O
fectivement;O
malitresse;O
blama;I-MISC
navez-;O
vont;O
lEh;O
persistance;O
different;O
aupres;O
mienneln;O
appela;O
dest;O
souillait;I-MISC
0ville;O
directeur;O
senfongait;O
bastringue;O
paru;O
laches;O
Arnouxn;B-ORG
jaurais;O
compl-;O
inutile;O
sufisait;I-MISC
obte-;O
desirer;O
fortement;O
moquais;O
arretant;O
lallusion;O
vais;I-MISC
mempetrer;O
-=AL;O
EDUcATI0N;O
93;O
d6clama;O
mivreries;O
sottises;O
lplaisaient;O
parier;I-LOC
Ouil;O
acceptl;O
mendiante;O
dsesperaient;O
lorsquau;O
Rivoli;I-LOC
apercurent;O
laccosta;O
arcales;O
inclina;O
Tuilerics;B-MISC
Carrouscl;B-MISC
guche;O
fiacre;O
rattrapa;O
expressifs;O
accepla;O
Chatelet;B-MISC
promenerent;O
marins;O
traversrent;O
Change;B-MISC
march;I-MISC
Fleurs;I-MISC
Napo-;O
leon;O
enlra;O
generait;O
Combien;B-LOC
Deuxpieces;O
sousl;O
assezl;O
bonsoir;O
ltonnement;O
eprouve;O
moque;I-MISC
remontais;O
Decslauriers;B-PER
pcut-;O
amour2;O
rare;O
fortI;B-MISC
espce;O
Aucune;O
fentetres;O
extricures;O
d6pendait;O
logemenlt;O
colles;O
la9;O
contempla-;O
lion;O
fendre;I-MISC
Maintenant;O
Ileur;B-MISC
loreiller;O
entre-closes;O
Celle;O
I1;B-ORG
seloigna;O
fuir;O
vision;O
horreur;O
vagabonda;O
pieton;I-MISC
savancait;O
distinguer;O
aulre;O
decrivait;O
surgissait;O
hotte;O
lanterne;O
certains;O
t0le;O
slevaient;O
melant;O
ttcte;O
ritournelle;O
contredanses;O
vcment;I-MISC
entretenait;O
ivresse;O
Concorde;I-LOC
ressouvint;O
hiver-;O
sortunt;O
premiere;O
sarrteter;O
letreinte;O
espcrances;O
mortes;O
maintenntl;O
nucs;O
contempla;I-MISC
rtvant;O
misre;O
vic;O
neant;O
rut;O
dents;O
claquaient;O
endormi;O
mouille;O
demnda;O
icn;B-ORG
fuirel;O
poids;O
Voyait;O
clvre;O
llottant;O
cha;O
prapet;I-MISC
lare;O
lassi-;O
tule;O
nessya;O
franchir;O
epouvante;O
regagna;O
mmm(h;O
EDICATI0N;O
SENTIMENTAILLE;B-ORG
95;O
saffaisa;O
agents;I-MISC
reveil-;O
lrent;O
convaincus;O
noce;O
marcher;O
grandfaim;B-PER
fermes;O
cabaret;O
lHalles;B-MISC
Apris;I-MISC
jugeant;O
tt;O
llina;O
alentours;O
lh0tel;O
congedi;O
lonzelle;O
Vers;O
Grce;B-PER
abou-;O
he;O
rcconluite;O
oiture;O
jusqulau;O
lle;O
rendez;O
yous;O
onnaissait;O
nomn;O
fasse;O
lAndalouse;I-PER
periphrases;O
exposa;O
bul;O
fiant;O
our;O
lassistat;O
demarche;O
laquelle;O
regarderait;O
definitivement;O
rederic;B-PER
bDeslau-;I-MISC
iers;O
concernait;O
onnellement;O
lette;O
deference;O
umeur;O
seduit;O
dbs;O
Clcmence;I-PER
Daviou;O
brodeuse;O
equi-;O
ements;O
militaires;O
douce;O
velte;O
ontinuellement;O
balis;O
abusaitle;I-MISC
candcur;O
usqu;O
dcore;O
ornait;O
edingote;O
ruban;O
nais;O
privait;O
pourne;O
humilier;O
atron;B-LOC
Du;B-LOC
distance;O
se96;O
LEnUcATION;O
sll;B-ORG
caresser;O
pacha;O
fllle;O
peuple;O
manibre;O
bouquets;O
Pinson;B-PER
arillot;B-PER
singulire;O
souffrir;O
brossait;O
laller;I-PER
Cloiseul;B-LOC
soirque;O
dArcole;B-MISC
lappeler;O
signaux;O
descendu;O
etages;O
Yoici;O
proclain;O
24;O
omment;O
puisquelle;O
sappelle;O
Angle;O
festoiera;O
Saint-Cloud;B-LOC
prevenir;O
trouverez;O
vhicule;O
Journal;B-ORG
convenul;O
lPardon;B-MISC
drange;O
navail;O
prient;O
F;B-PER
V;I-PER
Trop;O
ioius;B-PER
monra;O
enfinl;O
Pour-;O
quoin;O
hesite;O
Fais;O
denvoyer;O
boulerla;O
betises;O
vis;O
ga4;O
tL;B-PER
iDUcATI0N;O
sEN;B-PER
TIMENTAL;B-PER
97;O
acceptation;O
troisimc;O
fivre;O
limaginait;O
creation;O
artificielle;O
fonctionnant;O
mathemati-;O
dactions;O
dduisant;O
gigantesques;O
resultats;O
Certains;B-ORG
salons;O
parisiens;I-ORG
machines;O
prennent;O
1etat;O
brut;O
rendent;O
cenltuple;O
courtistes;O
conscillant;O
diplomales;O
iches;O
mariages;O
obtenus;O
intrigues;O
gtnie;O
galriens;O
docilites;O
lEnlin;B-MISC
esltimait;O
Irequcntation;B-MISC
telleent;O
qc;O
resoudre;O
ftete;O
naturel-;O
reparer;O
maladresse;O
decouvrit;O
pigcon;O
ciscle;O
Chine;B-LOC
coitait;O
soixante-quinze;O
vivant;O
credit;O
prochain;O
repugnance;O
recours;O
reponlit;O
Jen;B-MISC
ai;O
repet;I-MISC
excuse;O
porta;O
pourrais;O
quelquelois;O
done;O
lo;O
compris;O
reserve;I-MISC
inl;O
versee;O
---98;O
LDUCATION;B-ORG
hA;O
quittance;O
crochets;O
affectueuses;O
lombreclle;O
Ah1;O
lenverrai;O
lchement;O
hazarl;I-PER
borde;O
annon-;O
cant;O
perte;O
remettre;O
lattendre;O
resistant;O
annee;O
premibres;O
plu-;O
sieurs;O
decampait;O
buvait;O
batifolait;O
villageoises;O
recoltes;O
picds;O
salade;O
realisant;O
Vat-;O
dsappointee;O
resterait;O
conseilla;O
dcrire;O
ft;O
solfirit;O
porter;O
conjura;O
temoins;O
Quarante;B-PER
minules;O
lebarquait;O
mnaison;O
mi-hauteur;O
cachs;O
rangs;I-LOC
pore;I-MISC
elant;O
etendu;O
llerbe;O
portee;O
xL;B-MISC
99;O
chats;O
labsorber;O
torpeur;O
Diable;O
diublel;O
ennuyeux;O
raison;O
parte;O
fourre;O
missive;O
lecu-;O
hangar;O
varangue;O
treil-;O
chargee;O
clematite;O
au-dessus;O
roulade;O
gammes;I-ORG
trilles;O
arpgcs;O
suspendues;I-PER
precipites;O
gouttelettes;O
cascade;O
cessa;O
Oudry;I-PER
voisins;O
presentrent;O
descendnit;O
chaussures;O
dcouvertes;O
mordoree;O
pattes;O
transversales;O
dessinait;O
grillage;O
Sauf;O
Lefaucheur;I-PER
echarpe;O
syrienne;O
llo-;O
romances;O
aqurelle;O
caricature;O
fusain;O
epresentunt;O
macabre;O
fantaisic;O
cxcution;O
dispense;O
lout;O
olfrir;O
remercia;O
cestpresque;O
lettel;O
Jai;B-PER
faclen;O
doncn;O
-A;B-PER
saisissant;O
bras100;B-LOC
C;I-PER
plaisant;O
nym-;O
phe;O
orteil;O
bassin;O
coquille;O
ar;O
cevait;O
flanquait;O
pin;O
dEcosse;O
quarts;O
depouille;O
massifs;I-MISC
bombaient;O
inegalement;O
fleuve;O
leveloppaient;O
demi-cercle;O
Boulogne;I-LOC
Neuilly;B-LOC
Svres;B-MISC
Meudon;O
canot;O
voile;O
dees;O
general;O
datteler;O
demie;O
caissier;O
certainement;O
viyre;O
Tons;B-LOC
complimentrent;O
repris;O
lluysdail;O
esperait;O
considerahles;O
Saiil;B-MISC
Mathias;I-MISC
Londres;B-LOC
vingt-trois;O
Ilien;B-MISC
vrail;O
F6-;B-ORG
promenais;O
mualgre;O
assure;O
Anglais;B-LOC
drles;O
Fr6l6eric;B-PER
soupconnant;O
liemmne;O
admire;O
laisance;O
Im;B-MISC
y1L;I-MISC
UCATI0ON;I-MISC
101;O
honnte;O
deguerpir;O
nouveaumensonge;O
carquiller;O
lecs;O
marcland;I-MISC
lappcllez;O
torts;O
lroit;O
vanta;O
superieure;O
gar-;O
con;O
maudit;O
frayait;O
gcns;O
emhbellissemcnts;O
doe;O
quartiers;O
speculateurs;O
DDambreuse;I-PER
lanca;O
catilinaire;O
vendeurs;O
chandelles;O
difference;O
Rosen-;B-PER
wald;I-PER
devisrent;O
jardinage;O
loustic;O
ecole;O
blaguer;O
cpoux;O
lap-;O
pelait;O
Odry;B-ORG
lacteur;O
dOudry;B-MISC
chiens;O
bosse;O
animaux;O
visible;O
vou-;O
tter;O
defcnlait;O
perruque;O
finit;O
eclats;O
fu-;O
mant;O
pecheur;O
net-;O
toyait;O
anguilles;O
poisson;O
Marthc;I-PER
vidu;I-MISC
lherbe;O
rattraper102;O
riait;O
criait;O
deffroi;O
perdues;O
lidee;B-PER
lhorizon;O
commengait;O
palir;O
orange;O
empourpree;O
collines;O
deve-;O
nues;O
complelcment;O
MImne;B-MISC
dincendie;O
llanaient;I-MISC
berge;O
ricochets;O
chaloupe;O
gre;O
representations;O
empila;O
sombrait;O
debarquer;O
Dejh;B-MISC
brulaient;I-MISC
perse;O
girandoles;O
cristal;O
udry;I-PER
scndormait;O
teuil;O
ecoutient;O
Lefaucheux;I-PER
disser-;O
gloires;O
barreau;O
prls;O
croise;O
laborla;B-LOC
causirent;O
decequelon;O
Elleadmirait;O
ora-;O
teurs;O
ecrivains;O
jouissance;O
directement;O
soi;O
rils;O
tentaient;O
rrederic;B-PER
dambition;O
lautra;B-LOC
lem-;O
brasure;O
croisee;O
otne;O
sombre;O
piqu;O
tCetait;B-MISC
premnire;O
insigniliantes;O
antipathies;O
gols;O
cerains;O
parfums;O
dhistoire;O
liutressuient;O
croyail;O
ux;O
songes-;O
=;O
103;O
chapitre;O
aventures;O
sentimentales;O
desastres;O
revoltee;O
turpitudes;O
hypocrites;O
droiture;O
desprit;O
beute;O
regulire;O
dependre;O
arrttant;O
penetrer;O
arriere;O
nuets;O
transports;O
reconnais-;O
ance;O
fronl;O
pluic;O
aisers;O
intricur;O
lenlevait;O
sacrifier;O
devouement;O
immcdiat;O
daulant;O
ort;O
lassouvir;O
lam6ri-;O
aine;O
endit;O
cueillir;O
dtant;O
lil;O
tiges;O
depas-;O
aient;O
fouilla;I-MISC
apiers;O
enveloppa;O
consolida;O
euvre;O
epingle;O
lolfrit;O
2mme;O
motion;O
cherie;O
tavoir;O
cri;O
lepingle;O
sottement;O
nise;O
lavit;O
hlesse;O
remonta;O
chambrc;O
lattendit;O
repu-;O
ul;O
enleva;O
MIarthe;B-MISC
jcta;O
boutquet;O
Arntu;B-LOC
pts;I-MISC
pcine2;O
courail;O
lapporta;O
lisant;O
emeltre;O
lenvelope;O
lleurs101;O
EDUCA;B-ORG
enfona;O
tablier;O
sige;O
horriblement;O
trompes;O
parl;O
irrite;O
gtnait;O
faisnt;O
appliqua;O
bougea;O
siege;B-LOC
imprimerie;O
abonnes;O
attention;O
senfona;O
fr0laient;O
yeuv;O
Mrthe;B-LOC
allongee;O
soutenait;O
fatiguel;O
r(pondit;O
Auteuil;B-LOC
reverbire;O
iclairait;O
tenbres;O
pleurait;O
Etait;B-PER
grin;O
chosc;O
personnelle;O
maintcnant;O
caressante;O
souffrez;I-MISC
chevrefeuilles;O
serin;B-LOC
EnUcATI0N;I-MISC
105;O
gats;O
dborlaient;O
cl0tures;O
bouffes;O
dodeurs;O
amollissantes;O
communiquer;O
denfant;O
Iille;B-LOC
cartant;O
jolis;O
chevcux;O
aisa;O
Parce;O
aimez;O
najouta;O
6tendit;O
c0;B-PER
simnagi-;O
ant;O
tctre;O
encontrerait;O
sicnne;O
ira;O
ite;O
multiplierent;O
Iussonnet;B-PER
Garde-Meuble;O
sembusqua;O
hoiseul;O
remonlait;O
ers;O
Ds;B-MISC
0rces;O
plaidoiries;O
jurCs;B-PER
tles;O
halelante;O
u;O
pretoire;O
parlant;O
rcsu-;O
nant;O
preuves;O
entant;O
couperet;O
guillotine;O
suspendu;O
elever;O
tribune;O
Chambre;B-ORG
orateur;O
orte;O
noyant;O
adversaires;I-MISC
prosopopces;O
ecrasant;O
iposte;O
foudres;O
intonations;O
musicales;O
ironique;O
patheltique;O
emporti;O
sublime106;B-ORG
cachant;O
pleurs;O
retrouveraient;O
ensuite-;O
d6couragements;O
culomnies;O
latteindraient;O
estbeau;O
legres;O
fulguraient;O
phares;O
lhori-;O
zon;O
excite;O
leste;O
Jusquau;B-PER
daot;O
senferma;O
seriner;O
deuxibme;O
decembre;O
fevrier;O
ardeur;I-MISC
espoirs;O
revinrenlt;O
patrimoine;O
toucler;O
fonder;O
lebut;O
ambition-;O
lkcole;O
soutint;O
these;O
doctorat;O
fagon;O
remarquable;O
valut;O
comnpliments;O
rdric;B-PER
pique-nique;O
clore;O
retrouverait;O
finirait;O
clre;O
amant;O
admis;O
parlotte;O
d0r-;O
say;O
applaudi;O
Quoiquil;B-PER
fl;O
sobre;O
grisa;O
serai;O
tinsituerai;O
continuer;O
stage;O
substitut;B-PER
tblcau;O
ligurant;O
Genie;B-LOC
evolution;O
proclaine;O
direc-;O
III;O
iEnUCATI0N;B-MISC
SENTIMENALE;I-MISC
107;O
Delassements;B-ORG
pibce;I-MISC
dou-;O
Cur;I-PER
charpente;O
laccorde;O
jaiassez;O
naltre;O
quant;O
metior;O
saut;O
retomba;O
ha;O
gaminerie;O
derida;O
S6n6cal;O
letre;O
chasse;O
laristocrate;O
augmentant;O
maudissait;O
spancha;O
sein;O
desillusionne;O
altriste;O
dgote;O
urnait;O
budgetaires;O
Cumarilla;B-MISC
Al-;B-PER
stationne;O
estamninet;O
utres;O
Messageries;B-MISC
changer;O
ndemain;O
ez;O
dlit;O
differe;O
dina;O
Ilana;B-LOC
oulevards;O
dcharpe;O
relever;O
tentes;O
2s;O
bouliqes;O
tombereaux;O
darrosage;O
versaient;O
pluie;O
fraicleur;O
inattendue;O
melait;O
emanations;O
urs;O
argenteries;O
do-;O
gerbes;O
miraient;O
autes;O
marcliait;O
roupes;O
causant;O
asec;O
mollesse;O
l108;B-MISC
inUCATI0N;I-MISC
camelia;O
chairs;O
fe-;O
minines;O
lassitude;O
chaleurs;O
interminable;O
pleines;O
laffiche;O
dsouvrement;O
ferie;O
spectateurs;O
ares;I-MISC
lucarnes;O
paradis;O
carres;O
quinquets;O
rampe;O
jau-;O
representait;O
desclaves;O
Pe-;O
kin;O
clochcttes;O
tamtams;O
sultanes;O
bonnets;O
poin-;O
tus;O
calembours;O
baissee;O
erra;I-MISC
foyer;O
solitairement;O
landau;O
atlele;O
vaux;O
tenus;O
culotte;O
regagnuait;O
miire;O
dvant;O
nonsieur;O
mnari;O
fi-;O
baurbe;O
rise;I-LOC
rosette;O
doflicier;O
cct;O
gla-;O
cial;O
attribue;O
diplomates;O
nii;O
blonds;O
tirebouclonnes;O
langlaise;I-MISC
sage;O
eltun;O
eventail;O
fussent;O
venus;O
lullait;O
mordillait;O
bailliit;O
rappeler;O
lentracte;O
bDambreuse;I-PER
reconnaissant;O
laborda;O
sex-;O
cusa;O
negligences;O
impardonnables;O
cartes;O
pLiUCATI0N;B-MISC
MIIENT;I-MISC
109;O
envoyes;O
daprs;O
Toutefois;O
fondait;O
poques;O
lFr6l6ric;B-MISC
conde;O
lenvia;O
campague;O
reposer;O
rctenaient;O
Damnbreuse;O
apuyee;O
legrement;O
lamenite;O
spirituelle;O
contrastait;O
expression;O
chagrine;O
btel;B-MISC
restbrent;O
thetres;O
grimaces;O
bourgeoises;O
vinciales;O
aisance;O
simplicite;O
raffi-;O
naifs;O
apercoivent;O
lexpression;O
instantanee;O
chargea;O
souvenirs;O
Fameuxl;B-PER
entortiller;O
mamanl;B-PER
Reviens;I-PER
suitelon;O
arrivee;O
